round,won,steamid,name,survived,kill_count,match_checksum,tournament
20,0,76561197967432889,MAJ3R,0,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
21,0,76561197967432889,MAJ3R,1,0,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
23,0,76561198074762801,m0NESY,0,1,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
24,0,76561198012872053,huNter,1,2,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
24,1,76561197967432889,MAJ3R,0,0,bde29716c3d4329a,BLAST Bounty 2025 Season 1 Finals
1,0,76561197967432889,MAJ3R,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
2,0,76561198083485506,woxic,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
3,0,76561198812513923,Wicadia,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
5,0,76561198068002993,HeavyGod,1,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
6,0,76561198410750263,jottAAA,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
7,0,76561198083485506,woxic,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
8,0,76561198074762801,m0NESY,1,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
9,0,76561198083485506,woxic,0,1,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
11,0,76561198074762801,m0NESY,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
12,0,76561198410750263,jottAAA,0,2,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
12,1,76561198080703143,malbsMd,1,1,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
13,0,76561198812513923,Wicadia,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
14,0,76561198074762801,m0NESY,0,2,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
15,0,76561198012872053,huNter,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
16,0,76561197982141573,Snax,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
17,0,76561198074762801,m0NESY,0,1,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
18,0,76561197982141573,Snax,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
21,0,76561197967432889,MAJ3R,0,0,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
22,0,76561198812513923,Wicadia,0,2,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
22,1,76561198012872053,huNter,1,1,3e8f1122a4f9f6e8,BLAST Bounty 2025 Season 1 Finals
1,0,76561198012872053,huNter,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
3,0,76561198083485506,woxic,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
4,0,76561198083485506,woxic,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
5,0,76561198410750263,jottAAA,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
6,0,76561198083485506,woxic,1,3,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
7,0,76561198083485506,woxic,1,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
8,0,76561198080703143,malbsMd,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
9,0,76561198074762801,m0NESY,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
10,0,76561197982141573,Snax,1,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
11,0,76561197982141573,Snax,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
12,0,76561198068002993,HeavyGod,1,4,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
12,0,76561197967432889,MAJ3R,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
13,1,76561198074762801,m0NESY,1,2,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
13,0,76561198044118796,XANTARES,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
14,0,76561198074762801,m0NESY,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
15,0,76561198074762801,m0NESY,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
16,0,76561197982141573,Snax,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
17,0,76561198068002993,HeavyGod,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
18,0,76561198083485506,woxic,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
19,0,76561198410750263,jottAAA,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
20,0,76561198083485506,woxic,0,2,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
20,1,76561198012872053,huNter,1,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
21,0,76561198012872053,huNter,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
23,0,76561197982141573,Snax,0,0,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
24,0,76561198068002993,HeavyGod,1,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
25,0,76561198012872053,huNter,0,1,40d4c1527dc406f0,BLAST Bounty 2025 Season 1 Finals
1,0,76561198120491311,davideuS,0,2,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
1,1,76561198050250233,iM,1,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
2,0,76561198350342505,nqz,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
3,0,76561198176878303,jL,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
3,1,76561198377335846,snow,1,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
4,0,76561198015308884,biguzera,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
5,0,76561198385657675,Kauez,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
6,0,76561198350342505,nqz,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
7,0,76561198377335846,snow,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
8,0,76561198013243326,Aleksib,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
11,0,76561198377335846,snow,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
12,0,76561199063068840,w0nderful,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
13,0,76561198050250233,iM,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
14,0,76561199063068840,w0nderful,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
15,0,76561199063068840,w0nderful,0,2,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
16,0,76561198050250233,iM,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
18,0,76561198050250233,iM,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
19,0,76561198176878303,jL,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
20,0,76561198120491311,davideuS,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
20,1,76561198050250233,iM,1,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
21,0,76561199063068840,w0nderful,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
22,0,76561198350342505,nqz,0,3,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
22,1,76561198176878303,jL,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
24,0,76561198377335846,snow,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
25,0,76561198013243326,Aleksib,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
26,0,76561198385657675,Kauez,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
27,0,76561198377335846,snow,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
28,0,76561198377335846,snow,0,0,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
29,0,76561198350342505,nqz,0,1,e1b5625501404064,BLAST Bounty 2025 Season 1 Finals
1,0,76561199063068840,w0nderful,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
2,0,76561198013243326,Aleksib,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
5,0,76561198246607476,b1t,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
6,0,76561198050250233,iM,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
7,0,76561198050250233,iM,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
8,0,76561198050250233,iM,1,2,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
8,1,76561198350342505,nqz,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
9,0,76561198050250233,iM,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
10,0,76561199063068840,w0nderful,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
11,0,76561198350342505,nqz,1,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
12,0,76561198350342505,nqz,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
13,1,76561198377335846,snow,1,2,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
13,0,76561198176878303,jL,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
14,1,76561198350342505,nqz,1,2,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
14,0,76561198176878303,jL,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
15,0,76561198246607476,b1t,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
16,1,76561198120491311,davideuS,1,2,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
16,0,76561198246607476,b1t,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
17,0,76561198350342505,nqz,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
18,0,76561198385657675,Kauez,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
19,0,76561198385657675,Kauez,0,0,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
20,0,76561199063068840,w0nderful,0,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
20,1,76561198015308884,biguzera,1,1,4ccce73468468deb,BLAST Bounty 2025 Season 1 Finals
1,0,76561198246607476,b1t,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
3,1,76561198015308884,biguzera,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
5,0,76561198013243326,Aleksib,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
6,0,76561198050250233,iM,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
7,0,76561198385657675,Kauez,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
9,0,76561198015308884,biguzera,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
10,0,76561198015308884,biguzera,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
11,0,76561198013243326,Aleksib,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
12,0,76561198385657675,Kauez,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
13,0,76561199063068840,w0nderful,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
14,0,76561198176878303,jL,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
15,0,76561198015308884,biguzera,1,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
16,0,76561198015308884,biguzera,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
